Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
WA9,NO,01/01/2021 12:00,9.10000,ug m-3,P
WA9,NO,01/01/2021 12:15,7.30000,ug m-3,P
WA9,NO,01/01/2021 12:30,7.30000,ug m-3,P
WA9,NO,01/01/2021 12:45,9.10000,ug m-3,P
WA9,NO,01/01/2021 13:00,11.00000,ug m-3,P
WA9,NO,01/01/2021 13:15,11.00000,ug m-3,P
WA9,NO,01/01/2021 13:30,12.80000,ug m-3,P
WA9,NO,01/01/2021 13:45,12.80000,ug m-3,P
WA9,NO,01/01/2021 14:00,,ug m-3,P
WA9,NO,01/01/2021 14:15,,ug m-3,P
WA9,NO,01/01/2021 14:30,,ug m-3,P
WA9,NOX,01/01/2021 00:00,23.60000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 00:15,21.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 00:30,23.60000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 00:45,23.60000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 01:00,21.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 01:15,23.60000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 01:30,26.00000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 01:45,23.60000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 02:00,23.60000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 02:15,16.50000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 02:30,18.90000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 02:45,16.50000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 03:00,16.50000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 03:15,14.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 03:30,14.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 03:45,14.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 04:00,18.90000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 04:15,23.60000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 04:30,18.90000,ug m-3 as NO2,P
