Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
LB4,NOX,01/01/2021 12:00,114.70000,ug m-3 as NO2,P
LB4,NOX,01/01/2021 12:15,140.10001,ug m-3 as NO2,P
LB4,NOX,01/01/2021 12:30,145.89999,ug m-3 as NO2,P
LB4,NOX,01/01/2021 12:45,102.90000,ug m-3 as NO2,P
LB4,NOX,01/01/2021 13:00,88.90000,ug m-3 as NO2,P
LB4,NOX,01/01/2021 13:15,68.00000,ug m-3 as NO2,P
LB4,NOX,01/01/2021 13:30,138.30000,ug m-3 as NO2,P
LB4,NOX,01/01/2021 13:45,171.30000,ug m-3 as NO2,P
LB4,NOX,01/01/2021 14:00,,ug m-3 as NO2,P
LB4,NOX,01/01/2021 14:15,,ug m-3 as NO2,P
LB4,NOX,01/01/2021 14:30,,ug m-3 as NO2,P
LB4,PM10,01/01/2021 00:00,31.90000,ug/m3,P
LB4,PM10,01/01/2021 00:15,31.90000,ug/m3,P
LB4,PM10,01/01/2021 00:30,31.90000,ug/m3,P
LB4,PM10,01/01/2021 00:45,31.90000,ug/m3,P
LB4,PM10,01/01/2021 01:00,30.90000,ug/m3,P
LB4,PM10,01/01/2021 01:15,30.90000,ug/m3,P
LB4,PM10,01/01/2021 01:30,30.90000,ug/m3,P
LB4,PM10,01/01/2021 01:45,30.90000,ug/m3,P
LB4,PM10,01/01/2021 02:00,43.50000,ug/m3,P
LB4,PM10,01/01/2021 02:15,43.50000,ug/m3,P
LB4,PM10,01/01/2021 02:30,43.50000,ug/m3,P
LB4,PM10,01/01/2021 02:45,43.50000,ug/m3,P
LB4,PM10,01/01/2021 03:00,23.20000,ug/m3,P
LB4,PM10,01/01/2021 03:15,23.20000,ug/m3,P
LB4,PM10,01/01/2021 03:30,23.20000,ug/m3,P
LB4,PM10,01/01/2021 03:45,23.20000,ug/m3,P
LB4,PM10,01/01/2021 04:00,18.40000,ug/m3,P
LB4,PM10,01/01/2021 04:15,18.40000,ug/m3,P
LB4,PM10,01/01/2021 04:30,18.40000,ug/m3,P
