Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
HG1,NO,01/01/2021 12:45,18.40000,ug m-3,P
HG1,NO,01/01/2021 13:00,10.60000,ug m-3,P
HG1,NO,01/01/2021 13:15,16.80000,ug m-3,P
HG1,NO,01/01/2021 13:30,29.40000,ug m-3,P
HG1,NO,01/01/2021 13:45,18.40000,ug m-3,P
HG1,NO,01/01/2021 14:00,,ug m-3,P
HG1,NO,01/01/2021 14:15,,ug m-3,P
HG1,NO,01/01/2021 14:30,,ug m-3,P
HG1,NOX,01/01/2021 00:00,60.10000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 00:15,51.90000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 00:30,49.10000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 00:45,,ug m-3 as NO2,P
HG1,NOX,01/01/2021 01:00,,ug m-3 as NO2,P
HG1,NOX,01/01/2021 01:15,44.70000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 01:30,37.90000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 01:45,34.30000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 02:00,48.10000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 02:15,33.00000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 02:30,33.40000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 02:45,28.90000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 03:00,41.20000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 03:15,40.30000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 03:30,41.50000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 03:45,45.90000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 04:00,39.70000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 04:15,35.80000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 04:30,34.60000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 04:45,29.20000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 05:00,24.70000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 05:15,24.50000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 05:30,25.30000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 05:45,42.10000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 06:00,47.10000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 06:15,27.70000,ug m-3 as NO2,P
